Category,Title,Brand,Price (INR),Rating,Review Count,Product Badge,Product URL,Image URL,Delivery Info,Discount
laptop,"MSI Thin 15, Intel 12th Gen. i7-12650H, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/Office 2021/NVIDIA GeForce RTX 3050, GDDR6 4GB/Cosmos Gray/1.86Kg) B12UC-2239IN",,,5.0 out of 5 stars,2,,,https://m.media-amazon.com/images/I/71Ie8YsWrFL._AC_UY218_.jpg,"Sat, 12 Jul",
laptop,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i5-13420H 15.3""(38.8cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Win 11/Office Home 2024/Backlit/1Yr ADP Free/Top Metal Cover & IR Camera/Grey/1.6Kg), 83K100CGIN",,,4.0 out of 5 stars,38,,,https://m.media-amazon.com/images/I/71D9HSayVSL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Primebook S 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/128GB eMMC Storage, Black)",,,4.5 out of 5 stars,621,,,https://m.media-amazon.com/images/I/71M+5cFJViL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam",,,3.5 out of 5 stars,"3,282",,,https://m.media-amazon.com/images/I/61JEULUT8QL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",,,4.0 out of 5 stars,191,,,https://m.media-amazon.com/images/I/51+SoS8bWbL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dell Inspiron 3535, AMD Ryzen 5-7530U, 16 GB RAM, 512 GB SSD, FHD IPS 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2024, Platinum Silver, 1.67 kg, Thin & Light Laptop",,,4.1 out of 5 stars,10,,,https://m.media-amazon.com/images/I/61zegicE0CL._AC_UY218_.jpg,"Fri, 11 Jul, 9 am - 5 pm",
laptop,STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),,,4.3 out of 5 stars,"39,718",,,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"HP 15s, 12th Gen Intel Core i3-1215U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, Intel UHD Graphics, HD Camera, Dual Speakers, fy5006tu",,,4.0 out of 5 stars,"1,489",,,https://m.media-amazon.com/images/I/71+gQ9gOTuL._AC_UY218_.jpg,"Thu, 10 Jul, 9 am - 5 pm",
laptop,"Primebook 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)",,,4.5 out of 5 stars,621,,,https://m.media-amazon.com/images/I/71M+5cFJViL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"HP Professional 15, 12th Gen Intel Core Celeron-N4500 Turbo Boost, 8GB DDR4, 256GB SSD, (Win 11 Pro, MSO 21Pro, Gray, 1.59kg), 15.6 inch, UHD Graphics, Numeric KB, Business Laptop",,,4.6 out of 5 stars,7,,,https://m.media-amazon.com/images/I/61Qh9Vy+LwL._AC_UY218_.jpg,"Wed, 9 Jul",
